LoanAmount,City,State,Zip,NAICSCode,BusinessType,JobsReported,DateApproved,MonthApproved,Lender,CD,NAICSCodeDefinition
15900,WAHIAWA,HI,96786,722513,Corporation,7,2020-04-10T00:00:00Z,April,Central Pacific Bank,HI-02,Limited-Service Restaurants
15900,KIHEI,HI,96753,531311,Partnership,2,2020-04-29T00:00:00Z,April,Central Pacific Bank,HI-02,Residential Property Managers
15900,AIEA,HI,96701,238220,Sole Proprietorship,5,2020-04-29T00:00:00Z,April,"American Savings Bank, FSB",HI-01,"Plumbing, Heating, and Air-Conditioning Contractors"
15900,HONOLULU,HI,96817,236220,Corporation,1,2020-04-11T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Commercial and Institutional Building Construction
15900,MILILANI,HI,96789,236118,Sole Proprietorship,1,2020-08-04T00:00:00Z,August,"American Savings Bank, FSB",HI-01,Residential Remodelers
15900,LIHUE,HI,96766,561730,Limited  Liability Company(LLC),2,2020-04-11T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Landscaping Services
15900,HONOLULU,HI,96816,541618,Corporation,1,2020-04-11T00:00:00Z,April,Central Pacific Bank,HI-01,Other Management Consulting Services
15900,MAKAWAO,HI,96768,541430,Independent Contractors,1,2020-04-29T00:00:00Z,April,WebBank,HI-02,Graphic Design Services
15900,HONOLULU,HI,96809,813410,Non-Profit Organization,2,2020-04-04T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Civic and Social Organizations
15900,HONOLULU,HI,96813,541611,Limited  Liability Company(LLC),1,2020-04-27T00:00:00Z,April,First Hawaiian Bank,HI-01,Administrative Management and General Management Consulting Services
15900,HONOLULU,HI,96817,812112,Limited Liability Partnership,2,2020-04-06T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Beauty Salons
15900,EWA BEACH,HI,96706,561720,Limited  Liability Company(LLC),16,2020-04-27T00:00:00Z,April,Central Pacific Bank,HI-01,Janitorial Services
15900,WAILUKU,HI,96793,722514,Limited  Liability Company(LLC),3,2020-04-07T00:00:00Z,April,Central Pacific Bank,HI-02,"Cafeterias, Grill Buffets, and Buffets"
15900,KAHUKU,HI,96731,721199,Sole Proprietorship,0,2020-06-02T00:00:00Z,June,Central Pacific Bank,HI-02,All Other Traveler Accommodation
15900,WAILUKU,HI,96793,531311,Limited  Liability Company(LLC),1,2020-04-07T00:00:00Z,April,Central Pacific Bank,HI-02,Residential Property Managers
15900,KALAHEO,HI,96741,487210,Corporation,2,2020-04-07T00:00:00Z,April,"American Savings Bank, FSB",HI-02,"Scenic and Sightseeing Transportation, Water"
15900,HONOLULU,HI,96814,453220,Corporation,4,2020-04-30T00:00:00Z,April,Hawaii National Bank,HI-01,"Gift, Novelty, and Souvenir Stores"
15900,KANEOHE,HI,96744,624410,Subchapter S Corporation,3,2020-04-14T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Child Care Services
15900,HONOLULU,HI,96814,722513,Corporation,4,2020-04-08T00:00:00Z,April,Central Pacific Bank,HI-01,Limited-Service Restaurants
15900,HONOLULU,HI,96815,485320,Corporation,3,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-01,Limousine Service
15900,HONOLULU,HI,96815,448110,Corporation,2,2020-05-01T00:00:00Z,May,"American Savings Bank, FSB",HI-01,Men's Clothing Stores
15900,HONOLULU,HI,96825,424490,Corporation,6,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-01,Other Grocery and Related Products Merchant Wholesalers
15892,KIHEI,HI,96753,531390,Subchapter S Corporation,1,2020-04-29T00:00:00Z,April,WebBank,HI-02,Other Activities Related to Real Estate
15885,MILILANINI,HI,96789,722513,Corporation,0,2020-04-13T00:00:00Z,April,Central Pacific Bank,HI-01,Limited-Service Restaurants
15865,HILO,HI,96720,453910,Limited  Liability Company(LLC),0,2020-04-14T00:00:00Z,April,Bank of Hawaii,HI-02,Pet and Pet Supplies Stores
15862,KAILUA-KONA,HI,96745,531210,Sole Proprietorship,1,2020-05-07T00:00:00Z,May,First Hawaiian Bank,HI-02,Offices of Real Estate Agents and Brokers
15860,PRINCEVILLE,HI,96722,531210,Corporation,4,2020-05-05T00:00:00Z,May,First Hawaiian Bank,HI-02,Offices of Real Estate Agents and Brokers
15855,LIHUE,HI,96766,485999,Limited  Liability Company(LLC),0,2020-05-07T00:00:00Z,May,Bank of Hawaii,HI-02,All Other Transit and Ground Passenger Transportation
15850,HAIKU,HI,96708,453110,Self-Employed Individuals,1,2020-07-17T00:00:00Z,July,"Kabbage, Inc.",HI-02,Florists
15848.75,KILAUEA,HI,96754,326111,Corporation,4,2020-04-30T00:00:00Z,April,First Hawaiian Bank,HI-02,Plastics Bag and Pouch Manufacturing
15840,HONOLULU,HI,96821,561790,Sole Proprietorship,2,2020-05-21T00:00:00Z,May,Bank of Hawaii,HI-01,Other Services to Buildings and Dwellings
15840,HAIKU,HI,96708,312230,Limited  Liability Company(LLC),2,2020-07-14T00:00:00Z,July,Intuit Financing Inc.,HI-02,Tobacco Manufacturing
15840,KAPAA,HI,96746,812990,Limited Liability Partnership,2,2020-04-30T00:00:00Z,April,First Hawaiian Bank,HI-02,All Other Personal Services
15837.5,LAHAINA,HI,96761,323111,Limited Liability Partnership,3,2020-04-27T00:00:00Z,April,First Hawaiian Bank,HI-02,Commercial Printing (except Screen and Books)
15835,WAHIAWA,HI,96786,722513,Limited  Liability Company(LLC),0,2020-04-13T00:00:00Z,April,Bank of Hawaii,HI-02,Limited-Service Restaurants
15832,HONOLULU,HI,96815,561720,Limited  Liability Company(LLC),1,2020-05-04T00:00:00Z,May,First Hawaiian Bank,HI-01,Janitorial Services
15830,HONOLULU,HI,96813,541922,Corporation,0,2020-04-15T00:00:00Z,April,Bank of Hawaii,HI-01,Commercial Photography
15817,HONOLULU,HI,96813,524210,Sole Proprietorship,2,2020-04-28T00:00:00Z,April,Bank of Hawaii,HI-01,Insurance Agencies and Brokerages
15815,HONOLULU,HI,96816,541611,Sole Proprietorship,1,2020-05-27T00:00:00Z,May,Central Pacific Bank,HI-01,Administrative Management and General Management Consulting Services
15806,KANEOHE,HI,96744,811111,Sole Proprietorship,0,2020-05-13T00:00:00Z,May,Central Pacific Bank,HI-02,General Automotive Repair
15800,HONOLULU,HI,96825,811412,Corporation,4,2020-04-28T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Appliance Repair and Maintenance
15800,HONOLULU,HI,96825,485320,Limited  Liability Company(LLC),0,2020-04-29T00:00:00Z,April,Central Pacific Bank,HI-01,Limousine Service
15800,MILILANI,HI,96789,541870,Sole Proprietorship,0,2020-05-07T00:00:00Z,May,Central Pacific Bank,HI-01,Advertising Material Distribution Services
15800,HONOLULU,HI,96816,621310,Limited  Liability Company(LLC),1,2020-04-11T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Chiropractors
15800,KAPOLEI,HI,96707,812113,Limited  Liability Company(LLC),6,2020-04-29T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Nail Salons
15800,HONOLULU,HI,96816,713940,Limited  Liability Company(LLC),7,2020-04-05T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Fitness and Recreational Sports Centers
15800,KAPOLEI,HI,96707,713990,Corporation,5,2020-04-05T00:00:00Z,April,Central Pacific Bank,HI-02,All Other Amusement and Recreation Industries
15800,WAIPAHU,HI,96797,713940,Limited  Liability Company(LLC),14,2020-05-11T00:00:00Z,May,Hawaii National Bank,HI-01,Fitness and Recreational Sports Centers
15800,HONOLULU,HI,96816,531210,Sole Proprietorship,1,2020-04-27T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Real Estate Agents and Brokers
15800,HONOLULU,HI,96816,446120,Limited  Liability Company(LLC),5,2020-04-06T00:00:00Z,April,Central Pacific Bank,HI-01,"Cosmetics, Beauty Supplies, and Perfume Stores"
15800,HONOLULU,HI,96814,523930,Corporation,2,2020-04-06T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Investment Advice
15800,HONOLULU,HI,96813,713940,Limited  Liability Company(LLC),11,2020-04-06T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Fitness and Recreational Sports Centers
15800,HONOLULU,HI,96819,811121,Sole Proprietorship,0,2020-04-30T00:00:00Z,April,Central Pacific Bank,HI-01,"Automotive Body, Paint, and Interior Repair and Maintenance"
15800,KAPOLEI,HI,96707,238310,Sole Proprietorship,6,2020-04-28T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Drywall and Insulation Contractors
15800,HONOLULU,HI,96813,621340,Corporation,2,2020-04-14T00:00:00Z,April,Central Pacific Bank,HI-01,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
15800,HONOLULU,HI,96821,531390,Limited  Liability Company(LLC),1,2020-04-14T00:00:00Z,April,First Hawaiian Bank,HI-01,Other Activities Related to Real Estate
15800,HONOLULU,HI,96815,453998,Sole Proprietorship,1,2020-04-15T00:00:00Z,April,"Readycap Lending, LLC",HI-01,All Other Miscellaneous Store Retailers (except Tobacco Stores)
15800,AIEA,HI,96701,713940,Limited  Liability Company(LLC),2,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-01,Fitness and Recreational Sports Centers
15800,AIEA,HI,96701,451110,Corporation,6,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-01,Sporting Goods Stores
15800,HONOLULU,HI,96815,524210,Sole Proprietorship,0,2020-05-20T00:00:00Z,May,Central Pacific Bank,HI-01,Insurance Agencies and Brokerages
15793.12,KALAHEO,HI,96741,531210,Sole Proprietorship,1,2020-05-20T00:00:00Z,May,Kaua'i Government Employees' FCU,HI-02,Offices of Real Estate Agents and Brokers
15787,HONOLULU,HI,96815,813311,Non-Profit Organization,0,2020-06-03T00:00:00Z,June,Bank of Hawaii,HI-01,Human Rights Organizations
15780,WAIKOLOA,HI,96738,611610,Limited  Liability Company(LLC),7,2020-05-29T00:00:00Z,May,Hawaii First FCU,HI-02,Fine Arts Schools
15780,KEAAU,HI,96749,621310,Limited  Liability Company(LLC),0,2020-04-15T00:00:00Z,April,CU Hawaii FCU,HI-02,Offices of Chiropractors
15766,HONOLULU,HI,96816,813910,Sole Proprietorship,1,2020-05-20T00:00:00Z,May,First Hawaiian Bank,HI-01,Business Associations
15765,KAMUELA,HI,96743,541990,Sole Proprietorship,1,2020-04-28T00:00:00Z,April,Bank of Hawaii,HI-02,"All Other Professional, Scientific, and Technical Services"
15750,HONOLULU,HI,96813,812112,Limited  Liability Company(LLC),7,2020-05-04T00:00:00Z,May,Bank of Hawaii,HI-01,Beauty Salons
15750,KEAAU,HI,96749,484110,Subchapter S Corporation,2,2020-04-10T00:00:00Z,April,Bank of Hawaii,HI-02,"General Freight Trucking, Local"
15750,KAPAA,HI,96746,812990,Corporation,2,2020-06-30T00:00:00Z,June,Cache Valley Bank,HI-02,All Other Personal Services
15747,HONOLULU,HI,96817,611699,Non-Profit Organization,1,2020-05-22T00:00:00Z,May,"Kabbage, Inc.",HI-01,All Other Miscellaneous Schools and Instruction
15728.12,HALEIWA,HI,96712,722511,Limited  Liability Company(LLC),4,2020-05-09T00:00:00Z,May,Celtic Bank Corporation,HI-02,Full-Service Restaurants
15728,HONOLULU,HI,96814,531210,Limited  Liability Company(LLC),2,2020-06-24T00:00:00Z,June,Central Pacific Bank,HI-01,Offices of Real Estate Agents and Brokers
15727.5,HONOLULU,HI,96816,561520,Corporation,7,2020-04-28T00:00:00Z,April,First Hawaiian Bank,HI-01,Tour Operators
15719,LAHAINA,HI,96761,722511,Limited  Liability Company(LLC),6,2020-04-28T00:00:00Z,April,Cross River Bank,HI-02,Full-Service Restaurants
15718,WAIPAHU,HI,96797,541213,Sole Proprietorship,0,2020-05-15T00:00:00Z,May,Central Pacific Bank,HI-01,Tax Preparation Services
15717,HONOLULU,HI,96813,541110,Self-Employed Individuals,1,2020-04-29T00:00:00Z,April,WebBank,HI-01,Offices of Lawyers
15714.59,HILO,HI,96720,236115,Subchapter S Corporation,2,2020-05-21T00:00:00Z,May,Celtic Bank Corporation,HI-02,New Single-Family Housing Construction (except For-Sale Builders)
15713.48,MAKAWAO,HI,96768,722511,Corporation,3,2020-04-30T00:00:00Z,April,Celtic Bank Corporation,HI-02,Full-Service Restaurants
15713,KAPOLEI,HI,96707,541219,Limited  Liability Company(LLC),0,2020-05-05T00:00:00Z,May,Central Pacific Bank,HI-02,Other Accounting Services
15712.5,KALAHEO,HI,96741,621399,Sole Proprietorship,1,2020-05-01T00:00:00Z,May,Gather FCU,HI-02,Offices of All Other Miscellaneous Health Practitioners
15700,HONOLULU,HI,96815,541930,Sole Proprietorship,0,2020-05-03T00:00:00Z,May,Central Pacific Bank,HI-01,Translation and Interpretation Services
15700,HONOLULU,HI,96817,722513,Corporation,7,2020-05-04T00:00:00Z,May,Hawaii National Bank,HI-01,Limited-Service Restaurants
15700,LAHAINA,HI,96761,332812,Sole Proprietorship,2,2020-04-15T00:00:00Z,April,Central Pacific Bank,HI-02,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
15700,EWA BEACH,HI,96706,812990,Sole Proprietorship,0,2020-05-22T00:00:00Z,May,Central Pacific Bank,HI-01,All Other Personal Services
15700,HONOLULU,HI,96814,812910,Partnership,2,2020-05-05T00:00:00Z,May,Hawaii National Bank,HI-01,Pet Care (except Veterinary) Services
15700,MILILANI,HI,96789,445299,Limited  Liability Company(LLC),8,2020-04-10T00:00:00Z,April,Central Pacific Bank,HI-01,All Other Specialty Food Stores
15700,KAPOLEI,HI,96707,238220,Limited  Liability Company(LLC),3,2020-04-10T00:00:00Z,April,Central Pacific Bank,HI-02,"Plumbing, Heating, and Air-Conditioning Contractors"
15700,HONOLULU,HI,96825,541219,Limited  Liability Company(LLC),2,2020-04-11T00:00:00Z,April,Central Pacific Bank,HI-01,Other Accounting Services
15700,CAPTAIN COOK,HI,96704,238350,Subchapter S Corporation,3,2020-04-11T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Finish Carpentry Contractors
15700,HONOLULU,HI,96813,445120,Corporation,2,2020-05-08T00:00:00Z,May,Ohana Pacific Bank,HI-01,Convenience Stores
15700,HONOLULU,HI,96813,722410,Limited  Liability Company(LLC),20,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-01,Drinking Places (Alcoholic Beverages)
15700,EWA BEACH,HI,96706,531210,Sole Proprietorship,0,2020-05-27T00:00:00Z,May,Central Pacific Bank,HI-01,Offices of Real Estate Agents and Brokers
15700,KOLOA,HI,96756,236115,Limited  Liability Company(LLC),0,2020-05-08T00:00:00Z,May,"American Savings Bank, FSB",HI-02,New Single-Family Housing Construction (except For-Sale Builders)
15700,KAILUA,HI,96734,238210,Limited  Liability Company(LLC),0,2020-05-08T00:00:00Z,May,Central Pacific Bank,HI-02,Electrical Contractors and Other Wiring Installation Contractors
15700,HONOLULU,HI,96817,722513,Limited  Liability Company(LLC),2,2020-04-04T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Limited-Service Restaurants
15700,KAILUA,HI,96734,531311,Corporation,2,2020-04-05T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Residential Property Managers
15700,HONOLULU,HI,96817,488410,Limited  Liability Company(LLC),2,2020-04-05T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Motor Vehicle Towing
15700,KAILUA KONA,HI,96740,561720,Limited  Liability Company(LLC),3,2020-04-06T00:00:00Z,April,Central Pacific Bank,HI-02,Janitorial Services
15700,HONOLULU,HI,96817,722511,Corporation,3,2020-04-07T00:00:00Z,April,Central Pacific Bank,HI-01,Full-Service Restaurants
15700,KIHEI,HI,96753,532289,Limited  Liability Company(LLC),2,2020-04-08T00:00:00Z,April,Central Pacific Bank,HI-02,All Other Consumer Goods Rental
15700,HONOLULU,HI,96816,531210,Sole Proprietorship,0,2020-05-18T00:00:00Z,May,Central Pacific Bank,HI-01,Offices of Real Estate Agents and Brokers
15700,HONOLULU,HI,96821,541611,Corporation,1,2020-04-08T00:00:00Z,April,First Hawaiian Bank,HI-01,Administrative Management and General Management Consulting Services
15700,KAHULUI,HI,96732,339950,Corporation,2,2020-04-28T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Sign Manufacturing
15700,AIEA,HI,96701,621210,Corporation,3,2020-04-09T00:00:00Z,April,First Hawaiian Bank,HI-01,Offices of Dentists
15700,KAMUELA,HI,96743,811121,Corporation,0,2020-05-02T00:00:00Z,May,Central Pacific Bank,HI-02,"Automotive Body, Paint, and Interior Repair and Maintenance"
15697,HONOLULU,HI,96817,812112,Limited  Liability Company(LLC),1,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-01,Beauty Salons
15687,HONOLULU,HI,96817,531390,Independent Contractors,0,2020-05-11T00:00:00Z,May,Bank of Hawaii,HI-01,Other Activities Related to Real Estate
15675,HONOLULU,HI,96813,621210,Limited  Liability Company(LLC),0,2020-04-13T00:00:00Z,April,Bank of Hawaii,HI-01,Offices of Dentists
15675,HONOLULU,HI,96823,541211,Subchapter S Corporation,3,2020-04-27T00:00:00Z,April,First Hawaiian Bank,HI-01,Offices of Certified Public Accountants
15675,HONOLULU,HI,96814,923110,Non-Profit Organization,0,2020-04-28T00:00:00Z,April,Bank of Hawaii,HI-01,Administration of Education Programs
15655,WAILUKU,HI,96793,812112,Limited  Liability Company(LLC),0,2020-05-14T00:00:00Z,May,Central Pacific Bank,HI-02,Beauty Salons
15645,AIEA,HI,96701,611620,Limited  Liability Company(LLC),1,2020-04-30T00:00:00Z,April,First Hawaiian Bank,HI-01,Sports and Recreation Instruction
15636,KEALAKEKUA,HI,96750,112130,Subchapter S Corporation,4,2020-04-30T00:00:00Z,April,First Hawaiian Bank,HI-02,Dual-Purpose Cattle Ranching and Farming
15625,HONOLULU,HI,96821,624410,Corporation,8,2020-04-10T00:00:00Z,April,HawaiiUSA FCU,HI-01,Child Care Services
15625,LAHAINA,HI,96761,541990,Sole Proprietorship,0,2020-05-27T00:00:00Z,May,Celtic Bank Corporation,HI-02,"All Other Professional, Scientific, and Technical Services"
15625,WAIPAHU,HI,96797,238320,Corporation,1,2020-04-13T00:00:00Z,April,Central Pacific Bank,HI-01,Painting and Wall Covering Contractors
15625,KAILUA KONA,HI,96740,611511,Limited  Liability Company(LLC),2,2020-06-26T00:00:00Z,June,Central Pacific Bank,HI-02,Cosmetology and Barber Schools
15625,HONOLULU,HI,96822,541990,Corporation,1,2020-04-27T00:00:00Z,April,First Hawaiian Bank,HI-01,"All Other Professional, Scientific, and Technical Services"
15620,KIHEI,HI,96753,812990,Corporation,0,2020-04-12T00:00:00Z,April,Bank of Hawaii,HI-02,All Other Personal Services
15620,KAILUA KONA,HI,96740,561110,Limited  Liability Company(LLC),1,2020-04-29T00:00:00Z,April,Hawaii Community FCU,HI-02,Office Administrative Services
15620,KAILUA,HI,96734,236118,Limited  Liability Company(LLC),0,2020-05-20T00:00:00Z,May,Central Pacific Bank,HI-02,Residential Remodelers
15614,WAHIAWA,HI,96786,541613,Self-Employed Individuals,0,2020-05-12T00:00:00Z,May,Central Pacific Bank,HI-02,Marketing Consulting Services
15607,KAPAA,HI,96746,531210,Sole Proprietorship,1,2020-05-11T00:00:00Z,May,Bank of Hawaii,HI-02,Offices of Real Estate Agents and Brokers
15606,KAPOLEI,HI,96707,812111,Limited  Liability Company(LLC),0,2020-04-14T00:00:00Z,April,Bank of Hawaii,HI-02,Barber Shops
15604,HONOLULU,HI,96814,813110,Non-Profit Organization,0,2020-04-28T00:00:00Z,April,Bank of Hawaii,HI-01,Religious Organizations
15600,HONOLULU,HI,96816,561312,Limited  Liability Company(LLC),1,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-01,Executive Search Services
15600,HONOLULU,HI,96816,541840,Sole Proprietorship,11,2020-04-10T00:00:00Z,April,Central Pacific Bank,HI-01,Media Representatives
15600,KIHEI,HI,96753,442110,Limited  Liability Company(LLC),2,2020-04-15T00:00:00Z,April,First Hawaiian Bank,HI-02,Furniture Stores
15600,KAILUA KONA,HI,96740,448150,Limited  Liability Company(LLC),3,2020-04-29T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Clothing Accessories Stores
15600,KAILUA-KONA,HI,96740,485310,Self-Employed Individuals,0,2020-04-29T00:00:00Z,April,Central Pacific Bank,HI-02,Taxi and Ridesharing Services
15600,HONOLULU,HI,96815,339910,Limited  Liability Company(LLC),1,2020-04-29T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Jewelry and Silverware Manufacturing
15600,KAHULUI,HI,96732,236118,Sole Proprietorship,2,2020-06-24T00:00:00Z,June,Customers Bank,HI-02,Residential Remodelers
15600,KAPAA,HI,96746,722511,Corporation,7,2020-04-11T00:00:00Z,April,Central Pacific Bank,HI-02,Full-Service Restaurants
15600,KIHEI,HI,96753,923130,Professional Association,1,2020-04-12T00:00:00Z,April,"American Savings Bank, FSB",HI-02,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)"
15600,KEALAKEKUA,HI,96750,621399,Limited  Liability Company(LLC),2,2020-05-08T00:00:00Z,May,"American Savings Bank, FSB",HI-02,Offices of All Other Miscellaneous Health Practitioners
